SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
2483011,441791,Cash loans,,0.0,0.0,,,WEDNESDAY,11,Y,1,,,,XNA,Canceled,-390,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2624658,389691,Cash loans,,0.0,0.0,,,SUNDAY,12,Y,1,,,,XNA,Canceled,-220,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1131878,229717,Consumer loans,8493.75,44100.0,41656.5,4410.0,44100.0,MONDAY,11,Y,1,0.104259948315824,,,XAP,Approved,-1689,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Stone,11,Connectivity,6.0,high,POS mobile with interest,365243.0,-1632.0,-1482.0,-1482.0,-1480.0,0.0
2370549,435041,Cash loans,14700.015,171000.0,204858.0,,171000.0,TUESDAY,10,Y,1,,,,XNA,Approved,-239,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,365243.0,-209.0,301.0,-59.0,-52.0,1.0
1625918,275011,Cash loans,,0.0,0.0,,,SATURDAY,13,Y,1,,,,XNA,Canceled,-249,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1588088,343085,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-491,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1672377,105576,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,14,Y,1,,,,XAP,Approved,-242,XNA,XAP,Unaccompanied,New,XNA,Cards,walk-in,Country-wide,3205,Consumer electronics,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1040129,181641,Cash loans,29571.3,450000.0,512370.0,,450000.0,WEDNESDAY,14,Y,1,,,,XNA,Approved,-1077,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,high,Cash X-Sell: high,,,,,,
2087808,256108,Cash loans,,0.0,0.0,,,WEDNESDAY,12,Y,1,,,,XNA,Canceled,-575,XNA,XAP,,Refreshed,XNA,XNA,XNA,AP+ (Cash loan),4,XNA,,XNA,Cash,,,,,,
1094914,349462,Cash loans,83097.0,3150000.0,3150000.0,,3150000.0,MONDAY,10,Y,1,,,,Repairs,Refused,-627,Cash through the bank,LIMIT,Unaccompanied,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
2645898,248364,Cash loans,28619.505,585000.0,677664.0,,585000.0,MONDAY,18,Y,1,,,,XNA,Refused,-1121,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,48.0,middle,Cash Street: middle,,,,,,
1344603,135116,Cash loans,,0.0,0.0,,,FRIDAY,15,Y,1,,,,XNA,Canceled,-288,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1272513,172334,Cash loans,,0.0,0.0,,,SATURDAY,11,Y,1,,,,XNA,Canceled,-11,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2292780,264190,Consumer loans,17988.885,200574.0,174649.5,40117.5,200574.0,SUNDAY,17,Y,1,0.2034372345167299,,,XAP,Approved,-1540,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,2178,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1509.0,-1179.0,-1329.0,-1323.0,0.0
2090352,308903,Cash loans,28465.38,225000.0,239850.0,,225000.0,TUESDAY,15,Y,1,,,,Repairs,Approved,-805,Cash through the bank,XAP,,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-775.0,-445.0,-648.0,-646.0,1.0
1473010,199628,Cash loans,,0.0,0.0,,,MONDAY,8,Y,1,,,,XNA,Canceled,-378,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2243867,209217,Consumer loans,5189.67,26950.5,25452.0,2700.0,26950.5,SUNDAY,16,Y,1,0.104452452917926,,,XAP,Approved,-2027,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,56,Connectivity,6.0,high,POS mobile with interest,365243.0,-1991.0,-1841.0,-1841.0,-1838.0,0.0
1636175,188576,Consumer loans,4963.725,28066.5,24732.0,4500.0,28066.5,FRIDAY,12,Y,1,0.1676556202418271,,,XAP,Approved,-2556,Cash through the bank,XAP,Other_B,New,Mobile,POS,XNA,Stone,5,Connectivity,6.0,high,POS mobile with interest,365243.0,-2525.0,-2375.0,-2375.0,-2358.0,1.0
1362616,104422,Consumer loans,6544.485,50355.0,49059.0,5035.5,50355.0,SUNDAY,11,Y,1,0.1013803117272046,,,XAP,Approved,-2409,Cash through the bank,XAP,Children,Repeater,Mobile,POS,XNA,Country-wide,96,Connectivity,10.0,high,POS mobile with interest,365243.0,-2378.0,-2108.0,-2108.0,-2101.0,1.0
1672050,187782,Cash loans,5693.085,45000.0,47970.0,,45000.0,TUESDAY,10,Y,1,,,,XNA,Approved,-899,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Stone,150,Consumer electronics,12.0,high,Cash Street: high,365243.0,-869.0,-539.0,-539.0,-530.0,1.0
2355918,181445,Cash loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XNA,Canceled,-185,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2584130,202880,Consumer loans,4443.66,76455.0,39429.0,45000.0,76455.0,SUNDAY,12,Y,1,0.5804769795815526,,,XAP,Approved,-1187,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,12.0,high,POS mobile with interest,365243.0,-1147.0,-817.0,-817.0,-809.0,0.0
1476515,282601,Consumer loans,7232.13,38295.0,35469.0,4500.0,38295.0,FRIDAY,10,Y,1,0.1226177560336533,,,XAP,Approved,-1370,Cash through the bank,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,30,Connectivity,6.0,high,POS mobile with interest,365243.0,-1339.0,-1189.0,-1189.0,-1186.0,0.0
2042576,129963,Cash loans,,0.0,0.0,,,FRIDAY,8,Y,1,,,,XNA,Canceled,-209,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2697242,259670,Consumer loans,7068.87,36841.5,34942.5,7371.0,36841.5,SATURDAY,18,Y,1,0.1897193352218344,,,XAP,Approved,-1045,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,6.0,high,POS mobile with interest,365243.0,-1007.0,-857.0,-887.0,-883.0,0.0
1519551,435801,Consumer loans,23468.13,127035.0,133744.5,0.0,127035.0,FRIDAY,17,Y,1,0.0,,,XAP,Approved,-680,XNA,XAP,,Refreshed,Construction Materials,POS,XNA,Stone,9,Construction,6.0,low_action,POS industry without interest,365243.0,-645.0,-495.0,-495.0,-489.0,0.0
1413450,238939,Cash loans,18282.555,180000.0,270252.0,,180000.0,SUNDAY,11,Y,1,,,,Other,Approved,-359,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,high,Cash Street: high,365243.0,-329.0,721.0,-59.0,-51.0,1.0
1249000,240134,Consumer loans,8926.515,87741.0,76491.0,11250.0,87741.0,WEDNESDAY,18,Y,1,0.1396413618179953,,,XAP,Approved,-2770,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Stone,36,Connectivity,12.0,high,POS mobile with interest,365243.0,-2730.0,-2400.0,-2400.0,-2395.0,0.0
1050718,323042,Consumer loans,6542.28,24700.5,22963.5,2470.5,24700.5,TUESDAY,12,Y,1,0.105787492762015,,,XAP,Approved,-2498,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,10,Connectivity,4.0,low_normal,POS mobile with interest,365243.0,-2467.0,-2377.0,-2377.0,-2367.0,1.0
2672158,239515,Cash loans,8675.955,45000.0,46485.0,,45000.0,TUESDAY,17,Y,1,,,,XNA,Approved,-731,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-701.0,-551.0,-671.0,-661.0,1.0
2782264,386737,Cash loans,,0.0,0.0,,,TUESDAY,12,Y,1,,,,XNA,Canceled,-158,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2586338,103544,Consumer loans,6026.67,32053.5,28917.0,4500.0,32053.5,FRIDAY,11,Y,1,0.14665915824009,,,XAP,Approved,-1565,XNA,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,57,Connectivity,6.0,high,POS mobile with interest,365243.0,-1534.0,-1384.0,-1444.0,-1437.0,0.0
1035883,139403,Consumer loans,5942.52,64408.5,57964.5,6444.0,64408.5,THURSDAY,15,Y,1,0.1089623546299294,,,XAP,Approved,-468,Cash through the bank,XAP,,New,Computers,POS,XNA,Stone,50,Consumer electronics,12.0,middle,POS household with interest,365243.0,-432.0,-102.0,-282.0,-276.0,0.0
2495271,371140,Cash loans,23494.275,225000.0,239850.0,,225000.0,FRIDAY,13,Y,1,,,,XNA,Approved,-1243,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-1213.0,-883.0,-883.0,-877.0,1.0
2193983,205598,Cash loans,18530.55,697500.0,697500.0,,697500.0,FRIDAY,16,Y,1,,,,Payments on other loans,Refused,-132,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_action,Cash Street: low,,,,,,
2622971,330955,Cash loans,16632.405,135000.0,162315.0,,135000.0,SUNDAY,18,Y,1,,,,XNA,Approved,-841,XNA,XAP,Family,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,middle,Cash X-Sell: middle,,,,,,
2313360,109747,Consumer loans,10545.435,87930.0,69930.0,18000.0,87930.0,THURSDAY,17,Y,1,0.2229459384014143,,,XAP,Approved,-1486,XNA,XAP,,Repeater,Mobile,POS,XNA,Country-wide,110,Connectivity,8.0,high,POS mobile with interest,365243.0,-1442.0,-1232.0,-1292.0,-1287.0,0.0
2441372,388793,Revolving loans,6750.0,135000.0,135000.0,,135000.0,SATURDAY,16,Y,1,,,,XAP,Refused,-735,XNA,SCOFR,,Repeater,XNA,Cards,walk-in,AP+ (Cash loan),5,XNA,0.0,XNA,Card Street,,,,,,
1566076,351021,Consumer loans,8051.85,56250.0,45000.0,11250.0,56250.0,SATURDAY,13,Y,1,0.2178181818181818,,,XAP,Approved,-43,XNA,XAP,,Repeater,Consumer Electronics,POS,XNA,Stone,6,Consumer electronics,6.0,low_normal,POS household with interest,365243.0,-12.0,138.0,365243.0,365243.0,0.0
2051639,134301,Consumer loans,13551.885,132847.2,132187.5,13286.7,132847.2,SUNDAY,15,Y,1,0.099470725268248,,,XAP,Approved,-490,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Regional / Local,150,Construction,12.0,middle,POS industry with interest,,,,,,
2508633,380386,Consumer loans,11635.29,127014.615,127012.5,2.115,127014.615,SATURDAY,9,Y,1,1.813513565133644e-05,,,XAP,Approved,-400,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,100,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-370.0,-40.0,-40.0,-35.0,0.0
1090447,257093,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-281,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2773231,355164,Consumer loans,12568.95,279000.0,279000.0,0.0,279000.0,TUESDAY,12,Y,1,0.0,,,XAP,Approved,-355,Cash through the bank,XAP,"Spouse, partner",Refreshed,Computers,POS,XNA,Regional / Local,105,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-324.0,366.0,365243.0,365243.0,0.0
2370464,116699,Cash loans,25375.5,450000.0,524844.0,,450000.0,THURSDAY,15,Y,1,,,,Buying a new car,Approved,-1459,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36.0,middle,Cash Street: middle,365243.0,-1425.0,-375.0,-1035.0,-1033.0,0.0
2285161,196350,Revolving loans,2250.0,45000.0,45000.0,,45000.0,THURSDAY,9,Y,1,,,,XAP,Refused,-123,XNA,SCO,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,0,XNA,0.0,XNA,Card Street,,,,,,
1727468,388216,Consumer loans,,31455.0,31455.0,0.0,31455.0,MONDAY,11,Y,1,0.0,,,XAP,Refused,-1309,Cash through the bank,HC,,Refreshed,Mobile,XNA,XNA,Country-wide,20,Connectivity,,XNA,POS mobile with interest,,,,,,
2023602,165852,Consumer loans,28800.36,180000.0,162000.0,18000.0,180000.0,THURSDAY,17,Y,1,0.1089090909090909,,,XAP,Approved,-676,Cash through the bank,XAP,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,50,Clothing,6.0,low_normal,POS industry with interest,365243.0,-642.0,-492.0,-492.0,-484.0,0.0
2036030,370274,Consumer loans,10472.625,126886.5,89091.0,45000.0,126886.5,FRIDAY,20,Y,1,0.3654912776330321,,,XAP,Approved,-448,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,3600,Consumer electronics,10.0,middle,POS household with interest,365243.0,-414.0,-144.0,-144.0,-138.0,0.0
1014682,412293,Cash loans,,0.0,0.0,,,SATURDAY,8,Y,1,,,,XNA,Canceled,-188,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
1955348,327284,Cash loans,,0.0,0.0,,,MONDAY,4,Y,1,,,,XNA,Canceled,-408,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1622785,184263,Revolving loans,9000.0,0.0,180000.0,,,SATURDAY,16,Y,1,,,,XAP,Approved,-2908,XNA,XAP,,Repeater,XNA,Cards,x-sell,Country-wide,-1,Consumer electronics,0.0,XNA,Card Street,-2881.0,-2835.0,365243.0,-643.0,365243.0,0.0
1443085,411630,Cash loans,51965.82,450000.0,470790.0,,450000.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-832,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,,,,,,
1746891,331271,Cash loans,21503.97,180000.0,191880.0,0.0,180000.0,SUNDAY,9,Y,1,0.0,,,XNA,Approved,-2334,Cash through the bank,XAP,Family,New,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-2304.0,-1974.0,-2124.0,-2117.0,1.0
1548030,182073,Consumer loans,2149.515,42642.0,47461.5,0.0,42642.0,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-1283,Cash through the bank,XAP,Children,New,Computers,POS,XNA,Country-wide,1000,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-1252.0,-562.0,-562.0,-555.0,0.0
2789463,208127,Consumer loans,4847.535,42930.0,48028.5,0.0,42930.0,SUNDAY,12,Y,1,0.0,,,XAP,Approved,-485,Cash through the bank,XAP,Unaccompanied,New,Consumer Electronics,POS,XNA,Regional / Local,43,Consumer electronics,12.0,middle,POS household with interest,365243.0,-455.0,-125.0,-365.0,-359.0,1.0
2123762,198338,Revolving loans,11250.0,225000.0,225000.0,,225000.0,WEDNESDAY,12,Y,1,,,,XAP,Refused,-520,XNA,SCO,,New,XNA,Cards,walk-in,AP+ (Cash loan),1,XNA,0.0,XNA,Card Street,,,,,,
1201528,338188,Cash loans,39537.27,450000.0,546178.5,,450000.0,THURSDAY,12,Y,1,,,,XNA,Approved,-949,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,middle,Cash X-Sell: middle,,,,,,
2650355,115515,Cash loans,10792.125,247500.0,287685.0,,247500.0,SUNDAY,8,Y,1,,,,XNA,Refused,-152,Cash through the bank,HC,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,low_action,Cash X-Sell: low,,,,,,
1823873,131697,Consumer loans,17010.0,450000.0,450000.0,0.0,450000.0,SATURDAY,13,Y,1,0.0,,,XAP,Refused,-1075,Cash through the bank,LIMIT,Family,Repeater,Clothing and Accessories,POS,XNA,Stone,50,Clothing,36.0,low_normal,POS industry with interest,,,,,,
2303907,420401,Consumer loans,4059.045,30640.5,29758.5,3150.0,30640.5,TUESDAY,9,Y,1,0.1042477282050644,,,XAP,Approved,-1822,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Stone,20,Connectivity,10.0,high,POS mobile with interest,365243.0,-1789.0,-1519.0,-1609.0,-1600.0,0.0
2132258,454160,Consumer loans,8441.28,85941.0,98703.0,0.0,85941.0,TUESDAY,20,Y,1,0.0,,,XAP,Approved,-1935,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,2194,Consumer electronics,18.0,high,POS household with interest,365243.0,-1903.0,-1393.0,-1393.0,-1377.0,0.0
1010376,429181,Consumer loans,6327.09,51636.15,56745.0,3.15,51636.15,FRIDAY,12,Y,1,6.0453712828283615e-05,,,XAP,Approved,-2058,XNA,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Regional / Local,145,Consumer electronics,12.0,high,POS household with interest,365243.0,-2024.0,-1694.0,-1694.0,-1692.0,0.0
2480999,116573,Cash loans,31542.66,900000.0,1004544.0,,900000.0,WEDNESDAY,9,Y,1,,,,XNA,Refused,-342,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_normal,Cash X-Sell: low,,,,,,
2703014,142675,Cash loans,10331.55,229500.0,291604.5,,229500.0,SATURDAY,9,Y,1,,,,XNA,Approved,-802,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,60.0,middle,Cash X-Sell: middle,365243.0,-772.0,998.0,-682.0,-667.0,1.0
1901570,126384,Revolving loans,2250.0,45000.0,45000.0,,45000.0,FRIDAY,15,Y,1,,,,XAP,Approved,-259,XNA,XAP,Family,New,XNA,Cards,walk-in,Country-wide,1200,Consumer electronics,0.0,XNA,Card Street,-256.0,-215.0,365243.0,365243.0,365243.0,0.0
1854585,264811,Cash loans,,0.0,0.0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-345,XNA,XAP,,New,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1261550,302589,Consumer loans,10115.37,100482.885,110430.0,2.385,100482.885,SUNDAY,16,Y,1,2.3521015308886236e-05,,,XAP,Approved,-1175,Cash through the bank,XAP,Unaccompanied,Refreshed,Audio/Video,POS,XNA,Country-wide,2132,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-1144.0,-814.0,-814.0,-804.0,0.0
2040411,413880,Consumer loans,13799.835,83250.0,89109.0,0.0,83250.0,FRIDAY,15,Y,1,0.0,,,XAP,Approved,-1190,Cash through the bank,XAP,Unaccompanied,Repeater,Clothing and Accessories,POS,XNA,Stone,50,Clothing,8.0,high,POS industry with interest,365243.0,-1159.0,-949.0,-949.0,-942.0,0.0
1431705,106381,Consumer loans,7059.915,33516.0,35176.5,0.0,33516.0,SATURDAY,9,Y,1,0.0,,,XAP,Approved,-2632,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Stone,44,Connectivity,6.0,high,POS mobile with interest,365243.0,-2563.0,-2413.0,-2413.0,-2386.0,1.0
