SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
2229588,388708,-19,18.0,16.0,Active,0,0
2435236,152483,-18,6.0,6.0,Active,0,0
1214088,162310,-13,6.0,0.0,Completed,0,0
1175543,308397,-8,12.0,11.0,Active,0,0
1620156,239892,-22,12.0,12.0,Active,0,0
1614876,163966,-26,36.0,29.0,Active,0,0
2822075,404022,-48,24.0,4.0,Active,0,0
2153169,436148,-19,4.0,0.0,Completed,0,0
1316597,136744,-66,10.0,10.0,Active,0,0
2101768,395652,-12,12.0,4.0,Active,0,0
2797738,413308,-51,6.0,3.0,Active,0,0
1661584,289605,-47,24.0,16.0,Active,2,2
2134832,315099,-45,24.0,20.0,Active,0,0
2807797,294206,-13,18.0,17.0,Active,0,0
1031185,353058,-13,24.0,0.0,Active,0,0
2689485,107649,-61,12.0,5.0,Active,0,0
2015252,452249,-5,18.0,11.0,Active,0,0
1032680,194892,-48,10.0,6.0,Active,0,0
1600631,308317,-58,8.0,1.0,Active,0,0
2482916,188075,-31,24.0,0.0,Completed,0,0
2665215,285102,-38,10.0,1.0,Active,0,0
2345839,400500,-13,6.0,0.0,Completed,0,0
1421375,217587,-49,24.0,20.0,Active,0,0
1767249,402264,-39,24.0,20.0,Active,0,0
1051584,248328,-64,12.0,1.0,Active,0,0
2472161,258316,-32,12.0,11.0,Active,0,0
1716806,273819,-84,10.0,3.0,Active,0,0
2509519,337267,-37,12.0,9.0,Active,0,0
2513923,351722,-7,24.0,5.0,Active,0,0
1730215,131062,-12,48.0,46.0,Active,0,0
1117385,111556,-79,4.0,3.0,Active,0,0
2346369,394698,-89,12.0,12.0,Active,0,0
1653000,240871,-25,18.0,11.0,Active,0,0
2050492,376747,-4,36.0,28.0,Active,0,0
2630234,283855,-19,12.0,9.0,Active,4,4
2245683,206893,-9,18.0,0.0,Completed,0,0
2260521,327365,-94,9.0,4.0,Active,0,0
2633298,173385,-34,12.0,10.0,Active,0,0
1848996,416513,-91,10.0,10.0,Active,0,0
1645284,162415,-62,12.0,9.0,Active,0,0
1668242,201565,-37,18.0,15.0,Active,0,0
1309590,206852,-32,24.0,21.0,Active,0,0
1261440,250045,-80,8.0,2.0,Active,0,0
1074949,110198,-17,12.0,7.0,Active,0,0
2238154,166874,-85,6.0,1.0,Active,0,0
2486315,411372,-31,10.0,0.0,Completed,0,0
1516223,347970,-17,10.0,0.0,Completed,0,0
2465217,427525,-80,6.0,1.0,Active,0,0
1676069,275337,-95,12.0,4.0,Active,0,0
1394515,336568,-47,18.0,0.0,Active,0,0
2317861,258517,-32,12.0,4.0,Active,0,0
2113592,240021,-2,36.0,10.0,Active,0,0
1108234,109746,-92,5.0,5.0,Active,0,0
1825226,237859,-32,36.0,34.0,Active,0,0
2209943,213330,-26,30.0,30.0,Active,0,0
1147192,358092,-11,10.0,10.0,Active,0,0
1684608,440830,-5,9.0,0.0,Completed,0,0
1578125,174831,-10,36.0,14.0,Active,0,0
2300680,151947,-80,4.0,0.0,Completed,0,0
2621842,455607,-30,12.0,1.0,Active,0,0
2836313,173546,-3,36.0,26.0,Active,0,0
2263031,425847,-35,10.0,10.0,Active,0,0
1395952,420817,-19,36.0,11.0,Active,0,0
1319356,168626,-5,48.0,45.0,Active,0,0
1261249,204178,-14,36.0,34.0,Active,0,0
2693315,142732,-79,10.0,5.0,Active,0,0
2250440,400033,-26,12.0,1.0,Active,0,0
1540368,188647,-17,24.0,23.0,Active,0,0
2704865,374559,-4,10.0,4.0,Active,0,0
2588640,395888,-6,30.0,8.0,Active,0,0
2791592,210078,-11,24.0,9.0,Active,0,0
1803417,224964,-2,24.0,1.0,Active,0,0
1157737,140921,-55,9.0,0.0,Active,0,0
1095848,206318,-36,24.0,5.0,Active,0,0
1652980,265981,-18,30.0,20.0,Active,0,0
1866106,337830,-15,6.0,0.0,Completed,0,0
1952619,167219,-22,36.0,34.0,Active,0,0
2824533,326706,-10,18.0,11.0,Active,0,0
1685182,420681,-2,18.0,0.0,Completed,0,0
1539148,338217,-25,36.0,33.0,Active,0,0
1623298,282083,-39,18.0,8.0,Active,0,0
1031219,196732,-15,48.0,47.0,Active,0,0
1192212,448990,-7,10.0,7.0,Active,0,0
2275292,195574,-28,12.0,10.0,Active,0,0
1410105,226536,-37,36.0,29.0,Active,0,0
2380147,426719,-77,10.0,10.0,Active,0,0
1585049,294526,-18,10.0,10.0,Active,0,0
2173526,149948,-40,24.0,14.0,Active,0,0
2272448,245272,-42,60.0,46.0,Active,0,0
2791262,371713,-23,4.0,2.0,Active,0,0
2607757,112188,-72,11.0,0.0,Active,0,0
1324203,409709,-2,10.0,4.0,Active,0,0
2749343,358066,-28,18.0,8.0,Active,0,0
1556019,270762,-10,24.0,16.0,Active,0,0
1519926,401447,-76,12.0,5.0,Active,0,0
1850432,315546,-46,24.0,11.0,Active,0,0
1314780,423349,-71,14.0,12.0,Active,0,0
2800392,354724,-56,10.0,7.0,Active,0,0
2184500,218669,-31,14.0,3.0,Active,0,0
1764922,355479,-57,10.0,7.0,Active,0,0
1593359,330625,-5,12.0,11.0,Active,0,0
1233692,229148,-38,24.0,10.0,Active,0,0
1439863,131926,-25,24.0,21.0,Active,0,0
1102125,312916,-78,12.0,11.0,Active,0,0
2350195,357445,-73,12.0,2.0,Active,0,0
1605162,256412,-48,10.0,3.0,Active,0,0
1437823,241687,-14,2.0,0.0,Completed,0,0
2700458,176345,-20,12.0,5.0,Active,0,0
1078295,124517,-10,18.0,18.0,Active,0,0
2066047,250888,-87,6.0,0.0,Completed,0,0
1536191,273286,-19,30.0,22.0,Active,0,0
1156927,251109,-7,12.0,10.0,Active,0,0
2077621,295459,-93,6.0,1.0,Active,0,0
2063152,272635,-12,6.0,1.0,Active,0,0
1542726,130639,-16,6.0,4.0,Active,0,0
1026135,340594,-23,24.0,23.0,Active,0,0
1847143,125417,-68,10.0,5.0,Active,0,0
1894057,204729,-63,5.0,2.0,Active,0,0
2733635,305749,-59,18.0,13.0,Active,0,0
1150210,389940,-34,10.0,5.0,Active,0,0
2224349,247484,-5,18.0,10.0,Active,0,0
2819245,443224,-1,60.0,54.0,Active,0,0
1869568,138216,-20,6.0,0.0,Completed,0,0
2037215,153324,-57,10.0,8.0,Active,0,0
1670609,308041,-9,6.0,0.0,Completed,0,0
1075442,259473,-10,60.0,50.0,Active,0,0
2282867,341898,-35,24.0,9.0,Active,0,0
1201632,110877,-19,1.0,0.0,Completed,0,0
1013178,290257,-5,6.0,4.0,Active,0,0
1619916,146769,-30,24.0,2.0,Active,0,0
1735583,162067,-55,14.0,6.0,Active,3,3
2506421,415633,-10,30.0,15.0,Active,0,0
2682689,347922,-9,12.0,10.0,Active,0,0
1461322,302180,-11,6.0,3.0,Active,0,0
1139998,324086,-32,24.0,11.0,Active,0,0
2784035,212262,-74,12.0,12.0,Signed,0,0
2665239,153432,-79,10.0,3.0,Active,0,0
1796774,161476,-16,16.0,14.0,Active,0,0
2578202,226058,-71,6.0,0.0,Active,0,0
1861001,331928,-9,24.0,15.0,Active,0,0
2378504,133430,-50,10.0,9.0,Active,0,0
2560746,456057,-13,12.0,5.0,Active,0,0
1532355,415510,-10,6.0,2.0,Active,0,0
2027875,158608,-57,6.0,3.0,Active,0,0
1135894,217407,-1,18.0,8.0,Active,0,0
2766190,426382,-85,6.0,5.0,Active,0,0
1861136,136973,-36,36.0,30.0,Active,0,0
1642577,173681,-4,24.0,19.0,Active,0,0
2102691,244580,-5,6.0,2.0,Active,0,0
1388495,455643,-10,6.0,2.0,Active,0,0
2318730,103074,-10,12.0,4.0,Active,0,0
2372288,443854,-24,12.0,3.0,Active,20,0
1518701,155636,-11,12.0,6.0,Active,0,0
1154314,275005,-4,6.0,1.0,Active,0,0
2116336,101381,-59,12.0,10.0,Active,0,0
1158441,138851,-26,12.0,10.0,Active,0,0
1562268,431373,-82,12.0,12.0,Active,0,0
1393953,444734,-31,24.0,9.0,Active,0,0
1772203,401893,-12,6.0,5.0,Active,0,0
