SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,AMT_BALANCE,AMT_CREDIT_LIMIT_ACTUAL,AMT_DRAWINGS_ATM_CURRENT,AMT_DRAWINGS_CURRENT,AMT_DRAWINGS_OTHER_CURRENT,AMT_DRAWINGS_POS_CURRENT,AMT_INST_MIN_REGULARITY,AMT_PAYMENT_CURRENT,AMT_PAYMENT_TOTAL_CURRENT,AMT_RECEIVABLE_PRINCIPAL,AMT_RECIVABLE,AMT_TOTAL_RECEIVABLE,CNT_DRAWINGS_ATM_CURRENT,CNT_DRAWINGS_CURRENT,CNT_DRAWINGS_OTHER_CURRENT,CNT_DRAWINGS_POS_CURRENT,CNT_INSTALMENT_MATURE_CUM,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1597227,348778,-4,101210.625,171000,0.0,0.0,0.0,0.0,8324.145,31567.815,23464.71,99062.46,101210.625,101210.625,0.0,0,0.0,0.0,6.0,Active,0,0
1105826,365585,-26,0.0,135000,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Active,0,0
2425084,408886,-24,0.0,450000,0.0,0.0,0.0,0.0,1419.39,860.625,860.625,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Active,0,0
2701280,327800,-22,143686.35,135000,36000.0,36000.0,0.0,0.0,6750.0,0.0,0.0,133102.17,143686.35,143686.35,2.0,2,0.0,0.0,31.0,Active,1,1
1974407,442190,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2662473,181770,-69,138844.755,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,133565.22,138844.755,138844.755,0.0,0,0.0,0.0,22.0,Active,0,0
1216792,133347,-2,0.0,45000,0.0,0.0,0.0,0.0,0.0,222.84,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Active,0,0
2101145,194162,-27,0.0,157500,0.0,0.0,0.0,0.0,0.0,539.865,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,43.0,Active,0,0
1805980,219149,-95,0.0,112500,0.0,0.0,0.0,0.0,0.0,2.745,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,5.0,Active,0,0
1931196,372958,-37,63282.825,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,60533.55,63282.825,63282.825,0.0,0,0.0,0.0,59.0,Active,0,0
2002229,156349,-33,0.0,54000,0.0,0.0,0.0,0.0,0.0,3.78,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,12.0,Active,0,0
1818351,187165,-25,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1051780,183776,-61,0.0,0,0.0,0.0,0.0,0.0,0.0,539.19,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,19.0,Active,0,0
2254165,289700,-19,0.0,135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Completed,0,0
1237692,250348,-2,0.0,0,0.0,0.0,0.0,0.0,0.0,235.26,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,11.0,Active,0,0
1532758,103107,-5,0.0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1591196,331283,-80,0.0,112500,0.0,0.0,0.0,0.0,0.0,0.765,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.0,Active,0,0
1592860,381133,-36,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1825837,255423,-79,184472.37,180000,171000.0,171000.0,0.0,0.0,2250.0,13500.0,13500.0,175662.855,184472.37,184472.37,4.0,4,0.0,0.0,3.0,Active,0,0
1974378,215299,-35,0.0,450000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2304624,348871,-43,0.0,0,0.0,0.0,0.0,0.0,0.0,2950.38,0.0,0.0,-2950.38,-2950.38,0.0,0,0.0,0.0,16.0,Active,0,0
1684031,310046,-3,0.0,157500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1293971,115435,-16,0.0,292500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2671254,141298,-58,113487.3,112500,4950.0,4950.0,0.0,0.0,5625.0,5625.0,5625.0,107762.58,113487.3,113487.3,2.0,2,0.0,0.0,42.0,Active,0,0
2760532,341804,-14,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,17.0,Completed,0,0
2608576,186452,-10,62575.65,90000,9900.0,15510.735,0.0,5610.735,2403.81,2752.02,2752.02,54435.285,58777.65,58777.65,5.0,10,0.0,5.0,2.0,Active,0,0
1180612,202991,-93,0.0,90000,0.0,0.0,0.0,0.0,0.0,123.66,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
2777741,126494,-40,0.0,157500,0.0,0.0,0.0,0.0,0.0,6932.25,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Active,0,0
2671259,267478,-30,0.0,0,0.0,0.0,0.0,0.0,0.0,356.265,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,15.0,Active,0,0
1541736,141296,-63,0.0,0,0.0,0.0,0.0,0.0,0.0,28.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1286389,365483,-37,186713.73,180000,3600.0,3600.0,0.0,0.0,10800.0,11250.0,11250.0,177148.935,186713.73,186713.73,2.0,2,0.0,0.0,65.0,Active,0,0
2707182,453367,-14,113566.365,135000,50850.0,90180.0,0.0,39330.0,0.0,3150.0,389.88,111393.63,111784.365,111784.365,4.0,17,0.0,13.0,0.0,Active,0,0
1645486,440200,-16,219862.125,225000,0.0,0.0,0.0,0.0,11657.745,11925.0,514.08,216293.625,219862.125,219862.125,0.0,0,0.0,0.0,21.0,Active,0,0
2824242,283702,-3,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1024774,163826,-24,0.0,135000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2507944,241542,-7,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2425058,109536,-62,51.525,180000,0.0,0.0,0.0,0.0,7102.305,7110.0,7110.0,0.0,43.83,43.83,0.0,0,0.0,0.0,14.0,Active,0,0
1384943,359916,-9,196631.505,225000,0.0,0.0,0.0,0.0,9998.595,11250.0,11250.0,188721.495,194507.865,194507.865,0.0,0,0.0,0.0,11.0,Active,0,0
2628557,387767,-77,121108.05,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,117244.17,121108.05,121108.05,0.0,0,0.0,0.0,19.0,Active,0,0
1157568,280335,-16,0.0,225000,0.0,0.0,0.0,0.0,0.0,41.67,41.67,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,Active,0,0
1414151,264034,-57,117227.34,135000,0.0,0.0,0.0,0.0,6750.0,6750.0,6750.0,112439.655,117227.34,117227.34,0.0,0,0.0,0.0,30.0,Active,0,0
2696730,130437,-25,0.0,180000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2269639,241579,-47,58119.21,90000,0.0,0.0,0.0,0.0,4500.0,4500.0,4500.0,55811.61,58119.21,58119.21,0.0,0,0.0,0.0,41.0,Active,0,0
2490846,285874,-6,0.0,0,0.0,0.0,0.0,0.0,0.0,188.325,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,36.0,Active,0,0
1007373,380332,-62,165964.95,180000,0.0,162000.0,0.0,162000.0,,0.0,0.0,162000.0,165964.95,165964.95,0.0,2,0.0,2.0,,Active,0,0
1899506,424510,-36,170820.54,180000,0.0,0.0,0.0,0.0,10800.0,13500.0,13500.0,163951.65,170820.54,170820.54,0.0,0,0.0,0.0,69.0,Active,0,0
1076860,165417,-9,0.0,45000,0.0,0.0,0.0,0.0,0.0,210.825,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,20.0,Active,0,0
1211336,246682,-57,176815.035,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,171338.31,176815.035,176815.035,0.0,0,0.0,0.0,42.0,Active,0,0
1251096,392238,-52,1964.43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660.905,1964.43,1964.43,0.0,0,0.0,0.0,28.0,Active,0,0
1367844,204253,-77,69600.33,90000,0.0,0.0,0.0,0.0,4500.0,9000.0,9000.0,67121.73,69600.33,69600.33,0.0,0,0.0,0.0,20.0,Active,0,0
1449203,317834,-11,0.0,292500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2113319,310414,-4,0.0,765000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,22.0,Completed,0,0
1295904,400120,-31,179570.835,292500,0.0,0.0,0.0,0.0,8977.365,9000.0,9000.0,170547.12,179570.835,179570.835,0.0,0,0.0,0.0,8.0,Active,0,0
1821774,229418,-7,0.0,0,0.0,0.0,0.0,0.0,0.0,289.755,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,14.0,Active,0,0
1574916,311037,-31,0.0,90000,0.0,0.0,0.0,0.0,0.0,444.69,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,59.0,Active,0,0
1102124,314100,-20,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,23.0,Completed,0,0
1160010,354034,-22,46345.5,765000,45000.0,45000.0,0.0,0.0,0.0,,0.0,45000.0,45000.0,45000.0,1.0,1,0.0,0.0,0.0,Active,0,0
1676666,290240,-5,218799.36,225000,0.0,0.0,0.0,0.0,10948.545,11250.0,11250.0,207260.325,217203.435,217203.435,0.0,0,0.0,0.0,23.0,Active,0,0
1284696,438930,-8,0.0,427500,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1613386,317173,-73,0.0,67500,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
2770990,364458,-47,0.0,0,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1447177,317709,-32,0.0,180000,0.0,0.0,0.0,0.0,0.0,40.995,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,46.0,Active,0,0
2145829,415657,-8,0.0,45000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1307716,127909,-70,155507.31,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,150431.13,155507.31,155507.31,0.0,0,0.0,0.0,27.0,Active,0,0
2605632,302254,-59,100519.155,180000,0.0,0.0,0.0,0.0,9000.0,18000.0,18000.0,96138.675,100519.155,100519.155,0.0,0,0.0,0.0,17.0,Active,0,0
1232587,387652,-51,0.0,0,0.0,0.0,0.0,0.0,0.0,27.45,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,9.0,Active,0,0
1354493,116505,-4,0.0,90000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
1160248,267594,-9,0.0,0,0.0,0.0,0.0,0.0,0.0,290.835,290.835,0.0,0.0,0.0,0.0,0,0.0,0.0,3.0,Active,0,0
2293051,316009,-19,0.0,180000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2244078,243245,-22,19319.22,225000,70200.0,100257.39,0.0,30057.39,0.0,90000.0,86790.285,19194.39,19319.22,19319.22,5.0,15,0.0,10.0,1.0,Active,0,0
1431538,142119,-2,357233.31,450000,0.0,0.0,0.0,0.0,20401.65,22500.0,2645.865,352082.925,357233.31,357233.31,0.0,0,0.0,0.0,43.0,Active,0,0
1082645,384426,-20,186295.545,202500,0.0,0.0,0.0,0.0,10125.0,11250.0,11250.0,178835.625,186295.545,186295.545,0.0,0,0.0,0.0,52.0,Active,0,0
2069498,129576,-16,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,27.0,Active,0,0
1776450,223446,-40,90969.255,90000,9000.0,9000.0,0.0,0.0,4500.0,4500.0,4500.0,84197.205,90969.255,90969.255,3.0,3,0.0,0.0,34.0,Active,0,0
1602840,420319,-28,5.715,90000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.715,5.715,0.0,0,0.0,0.0,31.0,Active,732,0
2561919,221827,-3,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2681725,405073,-34,118389.15,112500,0.0,0.0,0.0,0.0,5625.0,5850.0,5850.0,112439.07,118389.15,118389.15,0.0,0,0.0,0.0,44.0,Active,0,0
2137329,413879,-20,45390.375,45000,0.0,0.0,0.0,0.0,2250.0,2250.0,2250.0,42392.25,45160.2,45160.2,0.0,0,0.0,0.0,55.0,Active,0,0
2244866,431791,-29,0.0,180000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,30.0,Completed,0,0
2004982,408178,-11,0.0,360000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2608625,292717,-30,0.0,225000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1381146,168265,-61,0.0,27000,0.0,0.0,0.0,0.0,0.0,1469.61,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
2208080,111459,-70,0.0,67500,0.0,0.0,0.0,0.0,0.0,406.08,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.0,Active,0,0
1439850,272309,-32,117644.76,135000,36000.0,36000.0,0.0,0.0,6750.0,13500.0,13500.0,111739.86,117644.76,117644.76,2.0,2,0.0,0.0,73.0,Active,0,0
2521859,196026,-88,0.0,90000,,0.0,,,,,0.0,0.0,0.0,0.0,,0,,,,Active,0,0
1155848,102888,-46,178969.185,180000,0.0,0.0,0.0,0.0,9000.0,9000.0,9000.0,173373.3,178969.185,178969.185,0.0,0,0.0,0.0,31.0,Active,0,0
1890084,389157,-14,0.0,45000,0.0,0.0,0.0,0.0,0.0,27.54,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,24.0,Active,0,0
1922466,342605,-13,0.0,270000,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0,,,0.0,Active,0,0
2794099,276586,-17,104546.7,225000,40500.0,40500.0,0.0,0.0,3322.755,4500.0,4500.0,97955.28,100988.28,100988.28,3.0,3,0.0,0.0,2.0,Active,0,0
2256997,246637,-55,0.0,0,0.0,0.0,0.0,0.0,0.0,164.34,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,32.0,Active,0,0
1787018,322682,-32,0.0,67500,0.0,0.0,0.0,0.0,0.0,2.205,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,33.0,Active,0,0
1469530,345263,-59,68161.59,67500,0.0,0.0,0.0,0.0,3375.0,9000.0,9000.0,65997.99,68161.59,68161.59,0.0,0,0.0,0.0,42.0,Active,0,0
1444719,271842,-32,0.0,135000,0.0,0.0,0.0,0.0,0.0,501.345,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,35.0,Active,0,0
1255279,316511,-93,32859.405,67500,0.0,0.0,0.0,0.0,3375.0,13500.0,13500.0,31257.09,32859.405,32859.405,0.0,0,0.0,0.0,6.0,Active,0,0
2115556,106018,-59,0.0,90000,0.0,0.0,0.0,0.0,0.0,300.105,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,13.0,Active,0,0
2807309,252774,-67,0.0,0,0.0,0.0,0.0,0.0,0.0,604.71,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,10.0,Active,0,0
1238064,375299,-30,0.0,67500,0.0,0.0,0.0,0.0,0.0,163.17,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,38.0,Active,0,0
